sd_product_code,slug,product_url,page_fetch_status,product_code_in_page,hidden_product_code,image_url,image_http_status,saved_path,file_ext,source_type,notes
MIOT23836AT,miot23836at,https://machine-group.net/products/miot23836at/,200,MIOT23836AT,MIOT23836AT,https://machine-group.net/wp-content/uploads/MIOT23836AT_4.jpg,200,data/raw-images/wordpress-public/MIOT23836AT/MIOT23836AT_4.jpg,jpg,gallery,
MIOT23838AT,miot23838at,https://machine-group.net/products/miot23838at/,200,MIOT23838AT,MIOT23838AT,https://machine-group.net/wp-content/uploads/MIOT23838AT_1.jpg,200,data/raw-images/wordpress-public/MIOT23838AT/MIOT23838AT_1.jpg,jpg,gallery,
HYTG23840AT,hytg23840at,https://machine-group.net/products/hytg23840at/,200,HYTG23840AT,HYTG23840AT,https://machine-group.net/wp-content/uploads/HYTG23840AT_1.jpg,200,data/raw-images/wordpress-public/HYTG23840AT/HYTG23840AT_1.jpg,jpg,gallery,
HYTG23841AT,hytg23841at,https://machine-group.net/products/hytg23841at/,200,HYTG23841AT,HYTG23841AT,https://machine-group.net/wp-content/uploads/HYTG23841AT_1.jpg,200,data/raw-images/wordpress-public/HYTG23841AT/HYTG23841AT_1.jpg,jpg,gallery,
HYIV23843AT,hyiv23843at,https://machine-group.net/products/hyiv23843at/,200,HYIV23843AT,HYIV23843AT,https://machine-group.net/wp-content/uploads/HYIV23843AT_1.jpg,200,data/raw-images/wordpress-public/HYIV23843AT/HYIV23843AT_1.jpg,jpg,gallery,
HYIV23843AT,hyiv23843at,https://machine-group.net/products/hyiv23843at/,200,HYIV23843AT,HYIV23843AT,https://machine-group.net/wp-content/uploads/HYIV23843AT_2.jpg,200,data/raw-images/wordpress-public/HYIV23843AT/HYIV23843AT_2.jpg,jpg,gallery,
HYIV23843AT,hyiv23843at,https://machine-group.net/products/hyiv23843at/,200,HYIV23843AT,HYIV23843AT,https://machine-group.net/wp-content/uploads/HYIV23843AT_3.jpg,200,data/raw-images/wordpress-public/HYIV23843AT/HYIV23843AT_3.jpg,jpg,gallery,
HYIV23843AT,hyiv23843at,https://machine-group.net/products/hyiv23843at/,200,HYIV23843AT,HYIV23843AT,https://machine-group.net/wp-content/uploads/HYIV23843AT_4.jpg,200,data/raw-images/wordpress-public/HYIV23843AT/HYIV23843AT_4.jpg,jpg,gallery,
HYTG23850AT,hytg23850at,https://machine-group.net/products/hytg23850at/,200,HYTG23850AT,HYTG23850AT,https://machine-group.net/wp-content/uploads/HYTG23850AT_1.jpg,200,data/raw-images/wordpress-public/HYTG23850AT/HYTG23850AT_1.jpg,jpg,gallery,
HYTG23851AT,hytg23851at,https://machine-group.net/products/hytg23851at/,200,HYTG23851AT,HYTG23851AT,https://machine-group.net/wp-content/uploads/HYTG23851AT_1.jpg,200,data/raw-images/wordpress-public/HYTG23851AT/HYTG23851AT_1.jpg,jpg,gallery,
HYTG23851AT,hytg23851at,https://machine-group.net/products/hytg23851at/,200,HYTG23851AT,HYTG23851AT,https://machine-group.net/wp-content/uploads/HYTG23851AT_2.jpg,200,data/raw-images/wordpress-public/HYTG23851AT/HYTG23851AT_2.jpg,jpg,gallery,
HYTG23851AT,hytg23851at,https://machine-group.net/products/hytg23851at/,200,HYTG23851AT,HYTG23851AT,https://machine-group.net/wp-content/uploads/HYTG23851AT_3.jpg,200,data/raw-images/wordpress-public/HYTG23851AT/HYTG23851AT_3.jpg,jpg,gallery,
HYPB23852AT,hypb23852at,https://machine-group.net/products/hypb23852at/,200,HYPB23852AT,HYPB23852AT,https://machine-group.net/wp-content/uploads/HYPB23852AT_1.jpg,200,data/raw-images/wordpress-public/HYPB23852AT/HYPB23852AT_1.jpg,jpg,gallery,
HYPB23852AT,hypb23852at,https://machine-group.net/products/hypb23852at/,200,HYPB23852AT,HYPB23852AT,https://machine-group.net/wp-content/uploads/HYPB23852AT_2.jpg,200,data/raw-images/wordpress-public/HYPB23852AT/HYPB23852AT_2.jpg,jpg,gallery,
HYPB23852AT,hypb23852at,https://machine-group.net/products/hypb23852at/,200,HYPB23852AT,HYPB23852AT,https://machine-group.net/wp-content/uploads/HYPB23852AT_3.jpg,200,data/raw-images/wordpress-public/HYPB23852AT/HYPB23852AT_3.jpg,jpg,gallery,
HYPB23852AT,hypb23852at,https://machine-group.net/products/hypb23852at/,200,HYPB23852AT,HYPB23852AT,https://machine-group.net/wp-content/uploads/HYPB23852AT_4.jpg,200,data/raw-images/wordpress-public/HYPB23852AT/HYPB23852AT_4.jpg,jpg,gallery,
HYOT23856AT,hyot23856at,https://machine-group.net/products/hyot23856at/,200,HYOT23856AT,HYOT23856AT,https://machine-group.net/wp-content/uploads/HYOT23856AT_1.jpg,200,data/raw-images/wordpress-public/HYOT23856AT/HYOT23856AT_1.jpg,jpg,gallery,
MIOT23857AT,miot23857at,https://machine-group.net/products/miot23857at/,200,MIOT23857AT,MIOT23857AT,https://machine-group.net/wp-content/uploads/MIOT23857AT_1.jpg,200,data/raw-images/wordpress-public/MIOT23857AT/MIOT23857AT_1.jpg,jpg,gallery,
MIIV23861AT,miiv23861at,https://machine-group.net/products/miiv23861at/,200,MIIV23861AT,MIIV23861AT,https://machine-group.net/wp-content/uploads/MIIV23861AT_1.jpg,200,data/raw-images/wordpress-public/MIIV23861AT/MIIV23861AT_1.jpg,jpg,gallery,
HYCY23874AT,hycy23874at,https://machine-group.net/products/hycy23874at/,200,HYCY23874AT,HYCY23874AT,https://machine-group.net/wp-content/uploads/HYCY23874AT_1.jpg,200,data/raw-images/wordpress-public/HYCY23874AT/HYCY23874AT_1.jpg,jpg,gallery,
HYCY23874AT,hycy23874at,https://machine-group.net/products/hycy23874at/,200,HYCY23874AT,HYCY23874AT,https://machine-group.net/wp-content/uploads/HYCY23874AT_2.jpg,200,data/raw-images/wordpress-public/HYCY23874AT/HYCY23874AT_2.jpg,jpg,gallery,
HYCY23874AT,hycy23874at,https://machine-group.net/products/hycy23874at/,200,HYCY23874AT,HYCY23874AT,https://machine-group.net/wp-content/uploads/HYCY23874AT_3.jpg,200,data/raw-images/wordpress-public/HYCY23874AT/HYCY23874AT_3.jpg,jpg,gallery,
HYCY23874AT,hycy23874at,https://machine-group.net/products/hycy23874at/,200,HYCY23874AT,HYCY23874AT,https://machine-group.net/wp-content/uploads/HYCY23874AT_4.jpg,200,data/raw-images/wordpress-public/HYCY23874AT/HYCY23874AT_4.jpg,jpg,gallery,
HYCP23875AT,hycp23875at,https://machine-group.net/products/hycp23875at/,200,HYCP23875AT,HYCP23875AT,https://machine-group.net/wp-content/uploads/HYCP23875AT_1.jpg,200,data/raw-images/wordpress-public/HYCP23875AT/HYCP23875AT_1.jpg,jpg,gallery,
HYCP23875AT,hycp23875at,https://machine-group.net/products/hycp23875at/,200,HYCP23875AT,HYCP23875AT,https://machine-group.net/wp-content/uploads/HYCP23875AT_2.jpg,200,data/raw-images/wordpress-public/HYCP23875AT/HYCP23875AT_2.jpg,jpg,gallery,
HYOT23878AT,hyot23878at,https://machine-group.net/products/hyot23878at/,200,HYOT23878AT,HYOT23878AT,https://machine-group.net/wp-content/uploads/HYOT23878AT_1.jpg,200,data/raw-images/wordpress-public/HYOT23878AT/HYOT23878AT_1.jpg,jpg,gallery,
HYOT23878AT,hyot23878at,https://machine-group.net/products/hyot23878at/,200,HYOT23878AT,HYOT23878AT,https://machine-group.net/wp-content/uploads/HYOT23878AT_2.jpg,200,data/raw-images/wordpress-public/HYOT23878AT/HYOT23878AT_2.jpg,jpg,gallery,
HYOT23878AT,hyot23878at,https://machine-group.net/products/hyot23878at/,200,HYOT23878AT,HYOT23878AT,https://machine-group.net/wp-content/uploads/HYOT23878AT_3.jpg,200,data/raw-images/wordpress-public/HYOT23878AT/HYOT23878AT_3.jpg,jpg,gallery,
HYOT23878AT,hyot23878at,https://machine-group.net/products/hyot23878at/,200,HYOT23878AT,HYOT23878AT,https://machine-group.net/wp-content/uploads/HYOT23878AT_4.jpg,200,data/raw-images/wordpress-public/HYOT23878AT/HYOT23878AT_4.jpg,jpg,gallery,
HYOT23878AT,hyot23878at,https://machine-group.net/products/hyot23878at/,200,HYOT23878AT,HYOT23878AT,https://machine-group.net/wp-content/uploads/HYOT23878AT_5.jpg,200,data/raw-images/wordpress-public/HYOT23878AT/HYOT23878AT_5.jpg,jpg,gallery,
HYOT23878AT,hyot23878at,https://machine-group.net/products/hyot23878at/,200,HYOT23878AT,HYOT23878AT,https://machine-group.net/wp-content/uploads/HYOT23878AT_6.jpg,200,data/raw-images/wordpress-public/HYOT23878AT/HYOT23878AT_6.jpg,jpg,gallery,
HYOT23878AT,hyot23878at,https://machine-group.net/products/hyot23878at/,200,HYOT23878AT,HYOT23878AT,https://machine-group.net/wp-content/uploads/HYOT23878AT_7.jpg,200,data/raw-images/wordpress-public/HYOT23878AT/HYOT23878AT_7.jpg,jpg,gallery,
HYOT23888AT,hyot23888at,https://machine-group.net/products/hyot23888at/,200,HYOT23888AT,HYOT23888AT,https://machine-group.net/wp-content/uploads/HYOT23888AT_1.jpg,200,data/raw-images/wordpress-public/HYOT23888AT/HYOT23888AT_1.jpg,jpg,gallery,
HYOT23888AT,hyot23888at,https://machine-group.net/products/hyot23888at/,200,HYOT23888AT,HYOT23888AT,https://machine-group.net/wp-content/uploads/HYOT23888AT_2.jpg,200,data/raw-images/wordpress-public/HYOT23888AT/HYOT23888AT_2.jpg,jpg,gallery,
HYOT23888AT,hyot23888at,https://machine-group.net/products/hyot23888at/,200,HYOT23888AT,HYOT23888AT,https://machine-group.net/wp-content/uploads/HYOT23888AT_3.jpg,200,data/raw-images/wordpress-public/HYOT23888AT/HYOT23888AT_3.jpg,jpg,gallery,
HYOT23888AT,hyot23888at,https://machine-group.net/products/hyot23888at/,200,HYOT23888AT,HYOT23888AT,https://machine-group.net/wp-content/uploads/HYOT23888AT_4.jpg,200,data/raw-images/wordpress-public/HYOT23888AT/HYOT23888AT_4.jpg,jpg,gallery,
HYOT23888AT,hyot23888at,https://machine-group.net/products/hyot23888at/,200,HYOT23888AT,HYOT23888AT,https://machine-group.net/wp-content/uploads/HYOT23888AT_5.jpg,200,data/raw-images/wordpress-public/HYOT23888AT/HYOT23888AT_5.jpg,jpg,gallery,
HYCY23891AT,hycy23891at,https://machine-group.net/products/hycy23891at/,200,HYCY23891AT,HYCY23891AT,https://machine-group.net/wp-content/uploads/HYCY23891AT_1.jpg,200,data/raw-images/wordpress-public/HYCY23891AT/HYCY23891AT_1.jpg,jpg,gallery,
HYCY23891AT,hycy23891at,https://machine-group.net/products/hycy23891at/,200,HYCY23891AT,HYCY23891AT,https://machine-group.net/wp-content/uploads/HYCY23891AT_2.jpg,200,data/raw-images/wordpress-public/HYCY23891AT/HYCY23891AT_2.jpg,jpg,gallery,
HYCY23891AT,hycy23891at,https://machine-group.net/products/hycy23891at/,200,HYCY23891AT,HYCY23891AT,https://machine-group.net/wp-content/uploads/HYCY23891AT_3.jpg,200,data/raw-images/wordpress-public/HYCY23891AT/HYCY23891AT_3.jpg,jpg,gallery,
HYCY23893AT,hycy23893at,https://machine-group.net/products/hycy23893at/,200,HYCY23893AT,HYCY23893AT,https://machine-group.net/wp-content/uploads/HYCY23893AT_1.jpg,200,data/raw-images/wordpress-public/HYCY23893AT/HYCY23893AT_1.jpg,jpg,gallery,
HYCY23893AT,hycy23893at,https://machine-group.net/products/hycy23893at/,200,HYCY23893AT,HYCY23893AT,https://machine-group.net/wp-content/uploads/HYCY23893AT_2.jpg,200,data/raw-images/wordpress-public/HYCY23893AT/HYCY23893AT_2.jpg,jpg,gallery,
HYCY23893AT,hycy23893at,https://machine-group.net/products/hycy23893at/,200,HYCY23893AT,HYCY23893AT,https://machine-group.net/wp-content/uploads/HYCY23893AT_3.jpg,200,data/raw-images/wordpress-public/HYCY23893AT/HYCY23893AT_3.jpg,jpg,gallery,
HYCY23894AT,hycy23894at,https://machine-group.net/products/hycy23894at/,200,HYCY23894AT,HYCY23894AT,https://machine-group.net/wp-content/uploads/HYCY23894AT_1.jpg,200,data/raw-images/wordpress-public/HYCY23894AT/HYCY23894AT_1.jpg,jpg,gallery,
HYCY23894AT,hycy23894at,https://machine-group.net/products/hycy23894at/,200,HYCY23894AT,HYCY23894AT,https://machine-group.net/wp-content/uploads/HYCY23894AT_2.jpg,200,data/raw-images/wordpress-public/HYCY23894AT/HYCY23894AT_2.jpg,jpg,gallery,
HYNP23895AT,hynp23895at,https://machine-group.net/products/hynp23895at/,200,HYNP23895AT,HYNP23895AT,https://machine-group.net/wp-content/uploads/HYNP23895AT_1.jpg,200,data/raw-images/wordpress-public/HYNP23895AT/HYNP23895AT_1.jpg,jpg,gallery,
HYNP23895AT,hynp23895at,https://machine-group.net/products/hynp23895at/,200,HYNP23895AT,HYNP23895AT,https://machine-group.net/wp-content/uploads/HYNP23895AT_2.jpg,200,data/raw-images/wordpress-public/HYNP23895AT/HYNP23895AT_2.jpg,jpg,gallery,
HYNP23895AT,hynp23895at,https://machine-group.net/products/hynp23895at/,200,HYNP23895AT,HYNP23895AT,https://machine-group.net/wp-content/uploads/HYNP23895AT_3.jpg,200,data/raw-images/wordpress-public/HYNP23895AT/HYNP23895AT_3.jpg,jpg,gallery,
HYNT23897AT,hynt23897at,https://machine-group.net/products/hynt23897at/,200,HYNT23897AT,HYNT23897AT,https://machine-group.net/wp-content/uploads/HYNT23897AT_1.jpg,200,data/raw-images/wordpress-public/HYNT23897AT/HYNT23897AT_1.jpg,jpg,gallery,
HYNT23898AT,hynt23898at,https://machine-group.net/products/hynt23898at/,200,HYNT23898AT,HYNT23898AT,https://machine-group.net/wp-content/uploads/HYNT23898AT_1.jpg,200,data/raw-images/wordpress-public/HYNT23898AT/HYNT23898AT_1.jpg,jpg,gallery,
HYNT23899AT,hynt23899at,https://machine-group.net/products/hynt23899at/,200,HYNT23899AT,HYNT23899AT,https://machine-group.net/wp-content/uploads/HYNT23899AT_1.jpg,200,data/raw-images/wordpress-public/HYNT23899AT/HYNT23899AT_1.jpg,jpg,gallery,
HYNT23899AT,hynt23899at,https://machine-group.net/products/hynt23899at/,200,HYNT23899AT,HYNT23899AT,https://machine-group.net/wp-content/uploads/HYNT23899AT_2.jpg,200,data/raw-images/wordpress-public/HYNT23899AT/HYNT23899AT_2.jpg,jpg,gallery,
HYNT23900AT,hynt23900at,https://machine-group.net/products/hynt23900at/,200,HYNT23900AT,HYNT23900AT,https://machine-group.net/wp-content/uploads/HYNT23900AT_1.jpg,200,data/raw-images/wordpress-public/HYNT23900AT/HYNT23900AT_1.jpg,jpg,gallery,
HYNT23900AT,hynt23900at,https://machine-group.net/products/hynt23900at/,200,HYNT23900AT,HYNT23900AT,https://machine-group.net/wp-content/uploads/HYNT23900AT_2.jpg,200,data/raw-images/wordpress-public/HYNT23900AT/HYNT23900AT_2.jpg,jpg,gallery,
HNOT24906AT,hnot24906at,https://machine-group.net/products/hnot24906at/,200,HNOT24906AT,HNOT24906AT,https://machine-group.net/wp-content/uploads/HNOT24906AT_1.jpg,200,data/raw-images/wordpress-public/HNOT24906AT/HNOT24906AT_1.jpg,jpg,gallery,
HNOT24906AT,hnot24906at,https://machine-group.net/products/hnot24906at/,200,HNOT24906AT,HNOT24906AT,https://machine-group.net/wp-content/uploads/HNOT24906AT_2.jpg,200,data/raw-images/wordpress-public/HNOT24906AT/HNOT24906AT_2.jpg,jpg,gallery,
HNOT24914AT,hnot24914at,https://machine-group.net/products/hnot24914at/,200,HNOT24914AT,HNOT24914AT,https://machine-group.net/wp-content/uploads/HNOT24914AT_1.jpg,200,data/raw-images/wordpress-public/HNOT24914AT/HNOT24914AT_1.jpg,jpg,gallery,
HNOT24914AT,hnot24914at,https://machine-group.net/products/hnot24914at/,200,HNOT24914AT,HNOT24914AT,https://machine-group.net/wp-content/uploads/HNOT24914AT_2.jpg,200,data/raw-images/wordpress-public/HNOT24914AT/HNOT24914AT_2.jpg,jpg,gallery,
HYMX26923AT,hymx26923at,https://machine-group.net/products/hymx26923at/,200,HYMX26923AT,HYMX26923AT,https://machine-group.net/wp-content/uploads/HYMX26923AT_1.png,200,data/raw-images/wordpress-public/HYMX26923AT/HYMX26923AT_1.png,png,gallery,
HYMX26923AT,hymx26923at,https://machine-group.net/products/hymx26923at/,200,HYMX26923AT,HYMX26923AT,https://machine-group.net/wp-content/uploads/HYMX26923AT_2.png,200,data/raw-images/wordpress-public/HYMX26923AT/HYMX26923AT_2.png,png,gallery,
HYCY26924AT,hycy26924at,https://machine-group.net/products/hycy26924at/,200,HYCY26924AT,HYCY26924AT,https://machine-group.net/wp-content/uploads/HYCY26924AT_1.png,200,data/raw-images/wordpress-public/HYCY26924AT/HYCY26924AT_1.png,png,gallery,
HYCY26924AT,hycy26924at,https://machine-group.net/products/hycy26924at/,200,HYCY26924AT,HYCY26924AT,https://machine-group.net/wp-content/uploads/HYCY26924AT_2.png,200,data/raw-images/wordpress-public/HYCY26924AT/HYCY26924AT_2.png,png,gallery,
