sd_product_code,slug,image_seq,source_path,source_ext,source_width,source_height,derived_path,derived_ext,derived_width,derived_height,background_mode,transform_mode,status,notes
HYRB16075LG,hyrb16075lg,1,data/raw-images/wordpress-public/HYRB16075LG/HYRB16075LG_1.jpg,jpg,700,700,data/derived-images/public-700x700/HYRB16075LG/HYRB16075LG-01-700x700.jpg,jpg,700,700,none,contain_square,generated,
HYRE23832AT,hyre23832at,1,data/raw-images/wordpress-public/HYRE23832AT/HYRE23832AT_1.jpg,jpg,700,700,data/derived-images/public-700x700/HYRE23832AT/HYRE23832AT-01-700x700.jpg,jpg,700,700,none,contain_square,generated,
HYRE23832AT,hyre23832at,2,data/raw-images/wordpress-public/HYRE23832AT/HYRE23832AT_2.jpg,jpg,700,700,data/derived-images/public-700x700/HYRE23832AT/HYRE23832AT-02-700x700.jpg,jpg,700,700,none,contain_square,generated,
HYRE23832AT,hyre23832at,3,data/raw-images/wordpress-public/HYRE23832AT/HYRE23832AT_3.jpg,jpg,700,700,data/derived-images/public-700x700/HYRE23832AT/HYRE23832AT-03-700x700.jpg,jpg,700,700,none,contain_square,generated,
HYSN21620AT,hysn21620at,1,data/raw-images/wordpress-public/HYSN21620AT/HYSN21620AT_1.jpg,jpg,700,700,data/derived-images/public-700x700/HYSN21620AT/HYSN21620AT-01-700x700.jpg,jpg,700,700,none,contain_square,generated,
HYSN21620AT,hysn21620at,2,data/raw-images/wordpress-public/HYSN21620AT/HYSN21620AT_2.jpg,jpg,700,700,data/derived-images/public-700x700/HYSN21620AT/HYSN21620AT-02-700x700.jpg,jpg,700,700,none,contain_square,generated,
HYSN21620AT,hysn21620at,3,data/raw-images/wordpress-public/HYSN21620AT/HYSN21620AT_3.jpg,jpg,700,700,data/derived-images/public-700x700/HYSN21620AT/HYSN21620AT-03-700x700.jpg,jpg,700,700,none,contain_square,generated,
HYSN21664AT,hysn21664at,1,data/raw-images/wordpress-public/HYSN21664AT/HYSN21664AT_1.jpg,jpg,700,700,data/derived-images/public-700x700/HYSN21664AT/HYSN21664AT-01-700x700.jpg,jpg,700,700,none,contain_square,generated,
HYSN21664AT,hysn21664at,2,data/raw-images/wordpress-public/HYSN21664AT/HYSN21664AT_2.jpg,jpg,700,700,data/derived-images/public-700x700/HYSN21664AT/HYSN21664AT-02-700x700.jpg,jpg,700,700,none,contain_square,generated,
HYSN21664AT,hysn21664at,3,data/raw-images/wordpress-public/HYSN21664AT/HYSN21664AT_3.jpg,jpg,700,700,data/derived-images/public-700x700/HYSN21664AT/HYSN21664AT-03-700x700.jpg,jpg,700,700,none,contain_square,generated,
HYSN21664AT,hysn21664at,4,data/raw-images/wordpress-public/HYSN21664AT/HYSN21664AT_4.jpg,jpg,700,700,data/derived-images/public-700x700/HYSN21664AT/HYSN21664AT-04-700x700.jpg,jpg,700,700,none,contain_square,generated,
HYTG21690AT,hytg21690at,1,data/raw-images/wordpress-public/HYTG21690AT/HYTG21690AT_1.jpg,jpg,700,700,data/derived-images/public-700x700/HYTG21690AT/HYTG21690AT-01-700x700.jpg,jpg,700,700,none,contain_square,generated,
HYTG21690AT,hytg21690at,2,data/raw-images/wordpress-public/HYTG21690AT/HYTG21690AT_2.jpg,jpg,700,700,data/derived-images/public-700x700/HYTG21690AT/HYTG21690AT-02-700x700.jpg,jpg,700,700,none,contain_square,generated,
HYTG21690AT,hytg21690at,3,data/raw-images/wordpress-public/HYTG21690AT/HYTG21690AT_3.jpg,jpg,700,700,data/derived-images/public-700x700/HYTG21690AT/HYTG21690AT-03-700x700.jpg,jpg,700,700,none,contain_square,generated,
HYTG21690AT,hytg21690at,4,data/raw-images/wordpress-public/HYTG21690AT/HYTG21690AT_4.jpg,jpg,700,700,data/derived-images/public-700x700/HYTG21690AT/HYTG21690AT-04-700x700.jpg,jpg,700,700,none,contain_square,generated,
HYTG21690AT,hytg21690at,5,data/raw-images/wordpress-public/HYTG21690AT/HYTG21690AT_5.jpg,jpg,700,700,data/derived-images/public-700x700/HYTG21690AT/HYTG21690AT-05-700x700.jpg,jpg,700,700,none,contain_square,generated,
HYTG21690AT,hytg21690at,6,data/raw-images/wordpress-public/HYTG21690AT/HYTG21690AT_6.jpg,jpg,700,700,data/derived-images/public-700x700/HYTG21690AT/HYTG21690AT-06-700x700.jpg,jpg,700,700,none,contain_square,generated,
HYTG23807AT,hytg23807at,1,data/raw-images/wordpress-public/HYTG23807AT/HYTG23807AT_1.jpg,jpg,700,700,data/derived-images/public-700x700/HYTG23807AT/HYTG23807AT-01-700x700.jpg,jpg,700,700,none,contain_square,generated,
HYTG23807AT,hytg23807at,2,data/raw-images/wordpress-public/HYTG23807AT/HYTG23807AT_2.jpg,jpg,700,700,data/derived-images/public-700x700/HYTG23807AT/HYTG23807AT-02-700x700.jpg,jpg,700,700,none,contain_square,generated,
HYTG23807AT,hytg23807at,3,data/raw-images/wordpress-public/HYTG23807AT/HYTG23807AT_3.jpg,jpg,700,700,data/derived-images/public-700x700/HYTG23807AT/HYTG23807AT-03-700x700.jpg,jpg,700,700,none,contain_square,generated,
HYTG23840AT,hytg23840at,1,data/raw-images/wordpress-public/HYTG23840AT/HYTG23840AT_1.jpg,jpg,700,700,data/derived-images/public-700x700/HYTG23840AT/HYTG23840AT-01-700x700.jpg,jpg,700,700,none,contain_square,generated,
HYTG23841AT,hytg23841at,1,data/raw-images/wordpress-public/HYTG23841AT/HYTG23841AT_1.jpg,jpg,700,700,data/derived-images/public-700x700/HYTG23841AT/HYTG23841AT-01-700x700.jpg,jpg,700,700,none,contain_square,generated,
HYTG23850AT,hytg23850at,1,data/raw-images/wordpress-public/HYTG23850AT/HYTG23850AT_1.jpg,jpg,700,700,data/derived-images/public-700x700/HYTG23850AT/HYTG23850AT-01-700x700.jpg,jpg,700,700,none,contain_square,generated,
HYTG23851AT,hytg23851at,1,data/raw-images/wordpress-public/HYTG23851AT/HYTG23851AT_1.jpg,jpg,700,700,data/derived-images/public-700x700/HYTG23851AT/HYTG23851AT-01-700x700.jpg,jpg,700,700,none,contain_square,generated,
HYTG23851AT,hytg23851at,2,data/raw-images/wordpress-public/HYTG23851AT/HYTG23851AT_2.jpg,jpg,700,700,data/derived-images/public-700x700/HYTG23851AT/HYTG23851AT-02-700x700.jpg,jpg,700,700,none,contain_square,generated,
HYTG23851AT,hytg23851at,3,data/raw-images/wordpress-public/HYTG23851AT/HYTG23851AT_3.jpg,jpg,700,700,data/derived-images/public-700x700/HYTG23851AT/HYTG23851AT-03-700x700.jpg,jpg,700,700,none,contain_square,generated,
HYZV23810AT,hyzv23810at,1,data/raw-images/wordpress-public/HYZV23810AT/HYZV23810AT_1.jpg,jpg,700,700,data/derived-images/public-700x700/HYZV23810AT/HYZV23810AT-01-700x700.jpg,jpg,700,700,none,contain_square,generated,
HYZV23810AT,hyzv23810at,2,data/raw-images/wordpress-public/HYZV23810AT/HYZV23810AT_2.jpg,jpg,700,700,data/derived-images/public-700x700/HYZV23810AT/HYZV23810AT-02-700x700.jpg,jpg,700,700,none,contain_square,generated,
HYZV23810AT,hyzv23810at,3,data/raw-images/wordpress-public/HYZV23810AT/HYZV23810AT_3.jpg,jpg,700,700,data/derived-images/public-700x700/HYZV23810AT/HYZV23810AT-03-700x700.jpg,jpg,700,700,none,contain_square,generated,
MDHZMD249AT,mdhzmd249at,1,data/raw-images/wordpress-public/MDHZMD249AT/MDHZMD249AT_1.jpg,jpg,1908,2500,data/derived-images/public-700x700/MDHZMD249AT/MDHZMD249AT-01-700x700.jpg,jpg,700,700,white_pad,contain_pad,generated,
MDHZMD249AT,mdhzmd249at,2,data/raw-images/wordpress-public/MDHZMD249AT/MDHZMD249AT_2.jpg,jpg,2500,2472,data/derived-images/public-700x700/MDHZMD249AT/MDHZMD249AT-02-700x700.jpg,jpg,700,700,white_pad,contain_pad,generated,
MDHZMD249AT,mdhzmd249at,3,data/raw-images/wordpress-public/MDHZMD249AT/MDHZMD249AT_3.jpg,jpg,1870,2500,data/derived-images/public-700x700/MDHZMD249AT/MDHZMD249AT-03-700x700.jpg,jpg,700,700,white_pad,contain_pad,generated,
MIBL22768AT,mibl22768at,1,data/raw-images/wordpress-public/MIBL22768AT/MIBL22768AT_1.jpg,jpg,1108,1478,data/derived-images/public-700x700/MIBL22768AT/MIBL22768AT-01-700x700.jpg,jpg,700,700,white_pad,contain_pad,generated,
MIBL22768AT,mibl22768at,2,data/raw-images/wordpress-public/MIBL22768AT/MIBL22768AT_2.jpg,jpg,1108,1478,data/derived-images/public-700x700/MIBL22768AT/MIBL22768AT-02-700x700.jpg,jpg,700,700,white_pad,contain_pad,generated,
MIIV23861AT,miiv23861at,1,data/raw-images/wordpress-public/MIIV23861AT/MIIV23861AT_1.jpg,jpg,604,700,data/derived-images/public-700x700/MIIV23861AT/MIIV23861AT-01-700x700.jpg,jpg,700,700,white_pad,contain_pad,generated,
MINB21638AT,minb21638at,1,data/raw-images/wordpress-public/MINB21638AT/MINB21638AT_1.jpg,jpg,960,1706,data/derived-images/public-700x700/MINB21638AT/MINB21638AT-01-700x700.jpg,jpg,700,700,white_pad,contain_pad,generated,
MIOT23836AT,miot23836at,1,data/raw-images/wordpress-public/MIOT23836AT/MIOT23836AT_1.jpg,jpg,700,700,data/derived-images/public-700x700/MIOT23836AT/MIOT23836AT-01-700x700.jpg,jpg,700,700,none,contain_square,generated,
MIOT23836AT,miot23836at,2,data/raw-images/wordpress-public/MIOT23836AT/MIOT23836AT_2.jpg,jpg,525,700,data/derived-images/public-700x700/MIOT23836AT/MIOT23836AT-02-700x700.jpg,jpg,700,700,white_pad,contain_pad,generated,
MIOT23836AT,miot23836at,3,data/raw-images/wordpress-public/MIOT23836AT/MIOT23836AT_3.jpg,jpg,525,700,data/derived-images/public-700x700/MIOT23836AT/MIOT23836AT-03-700x700.jpg,jpg,700,700,white_pad,contain_pad,generated,
MIOT23836AT,miot23836at,4,data/raw-images/wordpress-public/MIOT23836AT/MIOT23836AT_4.jpg,jpg,525,700,data/derived-images/public-700x700/MIOT23836AT/MIOT23836AT-04-700x700.jpg,jpg,700,700,white_pad,contain_pad,generated,
MIOT23838AT,miot23838at,1,data/raw-images/wordpress-public/MIOT23838AT/MIOT23838AT_1.jpg,jpg,1109,1479,data/derived-images/public-700x700/MIOT23838AT/MIOT23838AT-01-700x700.jpg,jpg,700,700,white_pad,contain_pad,generated,
MIOT23857AT,miot23857at,1,data/raw-images/wordpress-public/MIOT23857AT/MIOT23857AT_1.jpg,jpg,613,700,data/derived-images/public-700x700/MIOT23857AT/MIOT23857AT-01-700x700.jpg,jpg,700,700,white_pad,contain_pad,generated,
MIYY18214AT,miyy18214at,1,data/raw-images/wordpress-public/MIYY18214AT/MIYY18214AT_1.jpg,jpg,2048,1152,data/derived-images/public-700x700/MIYY18214AT/MIYY18214AT-01-700x700.jpg,jpg,700,700,white_pad,contain_pad,generated,
OOEL15011AT,ooel15011at,1,data/raw-images/wordpress-public/OOEL15011AT/noimage.jpg,jpg,600,600,data/derived-images/public-700x700/OOEL15011AT/OOEL15011AT-01-700x700.jpg,jpg,700,700,none,contain_square,generated,
OYGX22780AT,oygx22780at,1,data/raw-images/wordpress-public/OYGX22780AT/OYGX22780AT_1.png,png,700,700,data/derived-images/public-700x700/OYGX22780AT/OYGX22780AT-01-700x700.jpg,jpg,700,700,none,contain_square,generated,flattened_alpha
OYNT22775AT,oynt22775at,1,data/raw-images/wordpress-public/OYNT22775AT/OYNT22775AT_1.png,png,700,700,data/derived-images/public-700x700/OYNT22775AT/OYNT22775AT-01-700x700.jpg,jpg,700,700,none,contain_square,generated,flattened_alpha
OYNT22775AT,oynt22775at,2,data/raw-images/wordpress-public/OYNT22775AT/OYNT22775AT_2.png,png,700,700,data/derived-images/public-700x700/OYNT22775AT/OYNT22775AT-02-700x700.jpg,jpg,700,700,none,contain_square,generated,flattened_alpha
OYNT22776AT,oynt22776at,1,data/raw-images/wordpress-public/OYNT22776AT/OYNT22776AT_1.png,png,700,700,data/derived-images/public-700x700/OYNT22776AT/OYNT22776AT-01-700x700.jpg,jpg,700,700,none,contain_square,generated,flattened_alpha
OYNT22776AT,oynt22776at,2,data/raw-images/wordpress-public/OYNT22776AT/OYNT22776AT_2.png,png,700,700,data/derived-images/public-700x700/OYNT22776AT/OYNT22776AT-02-700x700.jpg,jpg,700,700,none,contain_square,generated,flattened_alpha
OYNT22776AT,oynt22776at,3,data/raw-images/wordpress-public/OYNT22776AT/OYNT22776AT_3.png,png,700,700,data/derived-images/public-700x700/OYNT22776AT/OYNT22776AT-03-700x700.jpg,jpg,700,700,none,contain_square,generated,flattened_alpha
OYNT22777AT,oynt22777at,1,data/raw-images/wordpress-public/OYNT22777AT/OYNT22777AT_1.png,png,700,700,data/derived-images/public-700x700/OYNT22777AT/OYNT22777AT-01-700x700.jpg,jpg,700,700,none,contain_square,generated,flattened_alpha
OYNT22777AT,oynt22777at,2,data/raw-images/wordpress-public/OYNT22777AT/OYNT22777AT_2.png,png,700,700,data/derived-images/public-700x700/OYNT22777AT/OYNT22777AT-02-700x700.jpg,jpg,700,700,none,contain_square,generated,flattened_alpha
